report_id,incident_id,is_fake,latitude,longitude,gps_accuracy,timestamp,incident_type,citizen_severity,incident_anchor,injured_count,injured_unknown,is_witness,has_media,submission_method,user_id,user_true_report_ratio,true_severity,fake_style
RPT-01931,INC-0697,0,33.501735,36.264716,12.5,2026-07-16 12:46:28,medical,high,at_home,,True,False,False,full_form,USR-0563,0.837,high,
RPT-04266,,1,33.502235,36.326508,13.9,2026-06-14 15:01:30,fire,critical,unknown,30,False,False,False,sos,FKR-0047,0.152,,classic
RPT-02296,INC-0817,0,33.500398,36.325662,49.1,2026-07-26 15:01:39,medical,low,at_home,0,False,False,False,full_form,USR-0313,0.81,low,
RPT-00114,INC-0049,0,33.486223,36.311758,34.4,2026-01-23 03:44:07,fire,critical,seeing_it,,True,True,False,full_form,USR-0221,0.616,critical,
RPT-04465,,1,33.525553,36.280171,31.1,2026-08-19 12:05:13,fire,high,unknown,,True,False,False,full_form,FKR-0034,0.179,,classic
RPT-01977,INC-0715,0,33.515028,36.271349,12.7,2026-07-16 09:44:11,fire,medium,unknown,0,False,False,False,full_form,USR-0498,0.969,medium,
RPT-02986,INC-1069,0,33.523047,36.289864,19.4,2026-04-23 12:16:02,road,low,seeing_it,3,False,False,True,voice,USR-0707,0.901,low,
RPT-03648,INC-1313,0,33.515021,36.288769,34.3,2026-03-27 21:34:25,road,low,seeing_it,0,False,True,True,voice,USR-0770,0.949,low,
RPT-03021,INC-1082,0,33.514253,36.281657,37.3,2026-03-22 23:57:21,road,low,seeing_it,0,False,False,False,voice,USR-0024,0.862,low,
RPT-01701,INC-0622,0,33.521721,36.289199,23.2,2026-01-20 03:37:01,fire,critical,seeing_it,,True,True,True,sos,USR-0503,0.979,critical,
RPT-04091,INC-1492,0,33.584315,36.219089,10.9,2026-11-14 08:39:35,road,low,seeing_it,0,False,False,False,full_form,USR-0154,0.753,medium,
RPT-03572,INC-1288,0,33.529314,36.302631,41.6,2026-10-21 09:06:27,fire,high,seeing_it,7,False,False,True,sos,USR-0390,0.852,high,
RPT-01424,INC-0541,0,33.507408,36.279313,27.5,2026-07-19 15:51:54,road,high,at_home,4,False,False,False,voice,USR-0097,0.639,high,
RPT-04221,,1,33.525103,36.287007,13.3,2026-08-22 08:42:46,medical,high,unknown,,True,True,False,sos,FKR-0011,0.246,,classic
RPT-02012,INC-0731,0,33.509051,36.275339,26.9,2026-04-13 08:59:27,road,high,unknown,3,False,False,False,full_form,USR-0329,0.707,medium,
RPT-03690,INC-1334,0,33.536985,36.310059,41.0,2026-03-04 07:46:20,medical,medium,at_home,0,False,False,True,full_form,USR-0099,0.737,low,
RPT-02495,INC-0879,0,33.495865,36.322697,37.2,2026-05-04 20:01:45,fire,critical,seeing_it,1,False,False,False,voice,USR-0795,0.515,critical,
RPT-03805,INC-1383,0,33.507244,36.268042,29.4,2026-02-28 12:01:11,medical,critical,at_home,5,False,False,False,full_form,USR-0423,0.932,high,
RPT-02819,INC-1002,0,33.517078,36.265611,39.2,2026-03-04 13:41:27,road,low,seeing_it,0,False,False,True,full_form,USR-0619,0.893,low,
RPT-01843,INC-0669,0,33.502399,36.318382,20.8,2026-01-01 10:10:40,medical,low,at_home,2,False,False,False,full_form,USR-0142,0.645,low,
RPT-04348,,1,33.562974,36.258001,25.5,2026-10-16 10:56:50,road,critical,unknown,,True,False,False,sos,FKR-0005,0.339,,classic
RPT-01700,INC-0621,0,33.488603,36.323595,13.0,2026-12-06 16:51:12,medical,critical,unknown,8,False,False,False,full_form,USR-0307,0.443,critical,
RPT-03410,INC-1231,0,33.534084,36.305248,5.7,2026-12-11 23:19:28,medical,critical,at_home,6,False,False,False,sos,USR-0461,0.861,critical,
RPT-02357,INC-0844,0,33.516314,36.283915,31.5,2026-04-27 12:37:12,fire,low,at_home,,True,False,False,full_form,USR-0282,0.818,medium,
RPT-00876,INC-0324,0,33.487478,36.315059,35.5,2026-03-15 17:48:12,road,medium,unknown,3,False,False,False,voice,USR-0038,0.81,medium,
RPT-02934,INC-1050,0,33.513125,36.278371,17.4,2026-12-12 06:32:22,road,medium,seeing_it,0,False,True,False,voice,USR-0114,0.582,medium,
RPT-01121,INC-0419,0,33.504761,36.276571,18.5,2026-01-02 13:43:54,medical,medium,at_home,,True,False,False,sos,USR-0633,0.707,high,
RPT-00836,INC-0312,0,33.503223,36.260645,25.9,2026-12-22 07:20:59,fire,medium,seeing_it,1,False,True,False,full_form,USR-0373,0.884,high,
RPT-03080,INC-1108,0,33.517074,36.288105,14.0,2026-05-22 16:02:11,medical,medium,at_home,,True,False,False,full_form,USR-0582,0.799,medium,
RPT-04011,INC-1457,0,33.505766,36.269969,6.8,2026-02-01 18:43:04,medical,critical,seeing_it,5,False,False,False,sos,USR-0563,0.837,critical,
RPT-03580,INC-1292,0,33.542522,36.29254,36.3,2026-06-06 13:49:42,medical,critical,at_home,0,False,False,False,sos,USR-0784,0.798,high,
RPT-03959,INC-1437,0,33.495394,36.309556,45.4,2026-06-13 16:07:24,fire,medium,seeing_it,11,False,False,True,full_form,USR-0515,0.738,critical,
RPT-00512,INC-0188,0,33.505003,36.259001,10.7,2026-04-02 08:21:01,medical,low,at_home,0,False,False,False,full_form,USR-0413,0.965,low,
RPT-02635,INC-0935,0,33.566499,36.223662,9.3,2026-06-16 16:20:41,medical,low,at_home,0,False,False,False,full_form,USR-0204,0.636,low,
RPT-03099,INC-1114,0,33.528518,36.299575,46.4,2026-06-23 04:06:12,collapse,critical,seeing_it,,True,True,False,voice,USR-0664,0.556,high,
RPT-01594,INC-0590,0,33.500944,36.277459,15.4,2026-03-15 04:57:36,road,medium,at_home,3,False,False,False,full_form,USR-0496,0.86,low,
RPT-03654,INC-1316,0,33.54106,36.264398,24.5,2026-10-13 08:21:18,fire,critical,at_home,7,False,False,False,full_form,USR-0469,0.838,critical,
RPT-02651,INC-0942,0,33.501312,36.327849,22.9,2026-07-16 09:29:43,fire,medium,seeing_it,4,False,True,False,full_form,USR-0211,0.809,medium,
RPT-03835,INC-1397,0,33.512987,36.290983,45.5,2026-03-16 09:32:58,fire,high,seeing_it,0,False,False,False,voice,USR-0462,0.713,medium,
RPT-02953,INC-1055,0,33.562405,36.242452,45.3,2026-12-15 17:28:12,road,low,seeing_it,,True,True,False,voice,USR-0495,0.802,low,
RPT-00931,INC-0349,0,33.518691,36.289746,22.0,2026-07-27 23:46:11,road,medium,seeing_it,2,False,True,True,sos,USR-0609,0.625,medium,
RPT-02733,INC-0968,0,33.520094,36.262834,17.4,2026-05-18 19:06:43,medical,medium,unknown,,True,False,False,voice,USR-0460,0.778,medium,
RPT-04045,INC-1478,0,33.542716,36.258794,27.4,2026-07-19 15:32:48,disaster,medium,seeing_it,,True,False,True,full_form,USR-0115,0.939,high,
RPT-00946,INC-0356,0,33.500077,36.314008,43.7,2026-01-09 16:56:12,road,medium,seeing_it,1,False,False,False,sos,USR-0194,0.854,medium,
RPT-00689,INC-0263,0,33.504409,36.271283,34.6,2026-05-18 17:24:56,fire,critical,seeing_it,1,False,False,True,full_form,USR-0476,0.777,high,
RPT-01991,INC-0721,0,33.498904,36.314656,40.6,2026-10-17 19:13:59,medical,medium,at_home,,True,False,False,full_form,USR-0360,0.822,medium,
RPT-02493,INC-0879,0,33.495587,36.32203,9.4,2026-05-04 20:02:11,fire,high,at_home,3,False,False,False,sos,USR-0641,0.927,critical,
RPT-00352,INC-0137,0,33.527048,36.28721,48.4,2026-09-11 19:24:43,road,high,seeing_it,,True,True,False,full_form,USR-0671,0.841,medium,
RPT-01015,INC-0379,0,33.574266,36.255063,8.0,2026-02-06 08:05:17,medical,critical,seeing_it,10,False,False,False,sos,USR-0565,0.956,critical,
RPT-04240,,1,33.492944,36.310598,10.7,2026-02-12 19:22:12,fire,critical,unknown,,True,False,False,voice,FKR-0041,0.229,,classic
RPT-00208,INC-0085,0,33.554049,36.264749,23.3,2026-10-20 03:57:40,fire,medium,seeing_it,,True,False,True,sos,USR-0496,0.86,medium,
RPT-00688,INC-0263,0,33.505602,36.272317,12.9,2026-05-18 17:21:26,fire,high,at_home,3,False,False,True,sos,USR-0364,0.917,high,
RPT-02919,INC-1044,0,33.531708,36.299239,36.3,2026-04-19 21:45:01,fire,high,at_home,2,False,False,False,sos,USR-0047,0.892,medium,
RPT-01427,INC-0541,0,33.508156,36.279889,40.7,2026-07-19 15:45:59,road,high,seeing_it,6,False,True,True,full_form,USR-0496,0.86,high,
RPT-00285,INC-0115,0,33.533934,36.292649,27.2,2026-02-28 10:15:13,medical,low,at_home,0,False,False,False,full_form,USR-0016,0.875,low,
RPT-00880,INC-0327,0,33.537804,36.306968,21.3,2026-01-05 12:36:24,disaster,high,seeing_it,,True,True,False,full_form,USR-0146,0.885,medium,
RPT-03500,INC-1268,0,33.518451,36.272974,49.8,2026-07-27 10:06:35,road,low,seeing_it,0,False,False,False,full_form,USR-0124,0.796,low,
RPT-04020,INC-1464,0,33.505311,36.263064,17.9,2026-03-05 13:40:52,medical,medium,seeing_it,,True,False,False,sos,USR-0472,0.841,low,
RPT-02522,INC-0888,0,33.493863,36.319917,5.8,2026-12-11 20:49:31,fire,high,seeing_it,,True,True,True,full_form,USR-0010,0.934,critical,
RPT-02636,INC-0936,0,33.500794,36.273454,10.2,2026-03-17 22:42:19,fire,medium,seeing_it,3,False,True,True,sos,USR-0685,0.966,medium,
RPT-00075,INC-0030,0,33.521342,36.286562,35.1,2026-11-06 15:25:33,medical,medium,unknown,0,False,False,False,full_form,USR-0100,0.726,medium,
RPT-02796,INC-0988,0,33.49996,36.311261,11.4,2026-11-21 16:38:44,fire,critical,seeing_it,5,False,True,False,sos,USR-0554,0.956,critical,
RPT-02349,INC-0843,0,33.500494,36.28005,45.8,2026-11-12 05:36:57,road,medium,unknown,1,False,False,False,full_form,USR-0699,0.87,low,
RPT-03808,INC-1385,0,33.500621,36.26364,20.0,2026-09-15 05:51:15,medical,critical,seeing_it,4,False,True,False,sos,USR-0200,0.846,critical,
RPT-00807,INC-0303,0,33.526725,36.280554,47.0,2026-01-14 07:34:10,disaster,critical,at_home,1,False,False,False,sos,USR-0112,0.883,high,
RPT-03972,INC-1440,0,33.522296,36.285861,14.7,2026-04-26 13:21:23,road,critical,seeing_it,8,False,False,False,sos,USR-0108,0.928,critical,
RPT-00575,INC-0211,0,33.497528,36.312256,20.4,2026-11-13 18:01:28,road,low,seeing_it,,True,True,False,full_form,USR-0079,0.772,low,
RPT-01490,INC-0558,0,33.569815,36.253561,41.1,2026-03-12 00:58:11,collapse,high,unknown,6,False,False,True,full_form,USR-0214,0.676,high,
RPT-04485,,1,33.51937,36.28446,7.9,2026-05-23 08:24:50,medical,medium,seeing_it,4,False,False,False,sos,USR-0303,0.71,,smart
RPT-00780,INC-0294,0,33.51141,36.276242,5.7,2026-06-20 10:00:21,road,low,seeing_it,1,False,False,True,voice,USR-0392,0.415,medium,
RPT-01631,INC-0597,0,33.519128,36.259185,17.1,2026-01-08 05:02:51,medical,high,seeing_it,,True,False,True,full_form,USR-0670,0.703,high,
RPT-02087,INC-0758,0,33.526181,36.303831,40.4,2026-11-25 03:42:32,road,high,at_home,4,False,False,False,full_form,USR-0703,0.687,medium,
RPT-03976,INC-1441,0,33.496173,36.329306,47.7,2026-05-25 16:09:39,medical,low,at_home,1,False,False,False,full_form,USR-0709,0.693,low,
RPT-04187,,1,33.488035,36.311599,13.7,2026-08-14 20:51:24,fire,high,unknown,,True,False,False,sos,USR-0058,0.759,,classic
RPT-01894,INC-0686,0,33.522889,36.290975,42.2,2026-06-14 11:08:21,fire,high,at_home,0,False,False,False,sos,USR-0197,0.648,medium,
RPT-02397,INC-0855,0,33.512148,36.263268,7.5,2026-09-17 21:28:15,fire,critical,seeing_it,7,False,False,True,voice,USR-0533,0.912,critical,
RPT-02462,INC-0871,0,33.495005,36.323571,25.4,2026-01-07 16:27:06,disaster,high,at_home,,True,False,False,voice,USR-0278,0.715,high,
RPT-00010,INC-0004,0,33.57209,36.260816,15.3,2026-08-20 20:09:14,medical,low,seeing_it,4,False,False,False,full_form,USR-0190,0.715,medium,
RPT-00537,INC-0196,0,33.570717,36.218961,9.2,2026-01-04 11:51:57,medical,medium,seeing_it,1,False,True,False,full_form,USR-0093,0.832,medium,
RPT-04248,,1,33.562757,36.242129,40.4,2026-01-12 09:23:08,fire,critical,seeing_it,28,False,False,False,voice,FKR-0007,0.325,,classic
RPT-00797,INC-0302,0,33.519163,36.281903,43.1,2026-07-14 09:40:21,fire,high,seeing_it,7,False,False,True,sos,USR-0598,0.904,high,
RPT-03446,INC-1248,0,33.517999,36.258369,37.8,2026-12-01 10:25:51,road,high,unknown,5,False,False,False,sos,USR-0263,0.882,medium,
RPT-01905,INC-0690,0,33.495993,36.326069,33.1,2026-01-21 21:14:50,fire,high,seeing_it,,True,False,False,full_form,USR-0018,0.821,high,
RPT-02182,INC-0784,0,33.515991,36.293292,41.0,2026-01-13 09:38:37,police,critical,seeing_it,8,False,False,False,sos,USR-0542,0.809,critical,
RPT-00529,INC-0195,0,33.520284,36.290389,30.3,2026-11-13 18:15:33,road,critical,seeing_it,16,False,False,False,voice,USR-0344,0.868,critical,
RPT-04365,,1,33.534129,36.299129,8.6,2026-11-07 10:31:20,medical,high,seeing_it,,True,False,False,full_form,FKR-0046,0.102,,classic
RPT-01052,INC-0393,0,33.499452,36.314221,15.5,2026-12-02 11:46:13,road,low,at_home,1,False,False,True,sos,USR-0775,0.876,medium,
RPT-00488,INC-0179,0,33.526344,36.292167,18.5,2026-05-26 15:53:11,road,low,unknown,2,False,False,False,full_form,USR-0228,0.73,low,
RPT-03836,INC-1397,0,33.513478,36.290308,5.1,2026-03-16 09:31:11,fire,medium,seeing_it,2,False,False,True,full_form,USR-0434,0.646,medium,
RPT-00349,INC-0136,0,33.538785,36.218841,45.5,2026-12-15 18:20:46,medical,low,seeing_it,2,False,True,False,sos,USR-0448,0.895,low,
RPT-03964,INC-1439,0,33.503457,36.260021,12.5,2026-08-14 17:54:55,road,low,seeing_it,,True,True,False,full_form,USR-0117,0.928,low,
RPT-01778,INC-0644,0,33.504674,36.312692,35.4,2026-05-26 17:20:32,road,high,unknown,1,False,False,False,full_form,USR-0447,0.819,high,
RPT-02014,INC-0732,0,33.492945,36.311636,6.8,2026-09-26 18:52:26,road,low,at_home,0,False,False,True,full_form,USR-0729,0.554,low,
RPT-01574,INC-0583,0,33.529284,36.289727,23.9,2026-10-23 06:26:29,road,high,seeing_it,,True,False,True,full_form,USR-0106,0.973,critical,
RPT-02623,INC-0929,0,33.526735,36.312438,5.4,2026-09-06 17:44:47,medical,critical,seeing_it,7,False,False,False,full_form,USR-0241,0.745,high,
RPT-01161,INC-0434,0,33.493091,36.326873,23.9,2026-08-07 13:25:36,medical,medium,at_home,0,False,False,False,full_form,USR-0725,0.853,low,
RPT-00566,INC-0206,0,33.487157,36.319744,46.7,2026-05-14 15:18:03,road,low,seeing_it,2,False,True,True,sos,USR-0432,0.782,low,
RPT-03011,INC-1076,0,33.500663,36.31219,22.5,2026-08-06 08:10:07,road,high,seeing_it,5,False,False,True,full_form,USR-0289,0.957,high,
RPT-04343,,1,33.503757,36.31381,16.7,2026-07-10 08:36:19,fire,critical,unknown,7,False,False,True,sos,USR-0406,0.753,,classic
RPT-03753,INC-1362,0,33.498455,36.325313,5.8,2026-07-11 00:08:12,road,medium,seeing_it,2,False,False,False,full_form,USR-0061,0.788,high,
RPT-04182,,1,33.521717,36.279047,35.6,2026-06-23 08:15:01,fire,medium,seeing_it,4,False,False,False,full_form,USR-0622,0.846,,smart
RPT-00862,INC-0322,0,33.513999,36.264679,10.5,2026-03-27 13:31:43,fire,medium,at_home,1,False,False,True,voice,USR-0216,0.81,medium,
RPT-00382,INC-0150,0,33.512935,36.281765,22.7,2026-07-07 01:08:15,medical,high,at_home,3,False,False,False,full_form,USR-0521,0.771,high,
RPT-01218,INC-0453,0,33.571209,36.221774,20.4,2026-04-14 10:44:32,road,medium,unknown,0,False,False,False,full_form,USR-0743,0.911,medium,
RPT-02774,INC-0983,0,33.514136,36.284387,27.8,2026-07-13 19:05:51,fire,high,seeing_it,8,False,False,False,full_form,USR-0389,0.858,high,
RPT-02871,INC-1022,0,33.576454,36.219416,17.3,2026-09-28 12:43:56,fire,high,seeing_it,,True,True,False,full_form,USR-0153,0.865,high,
RPT-01516,INC-0564,0,33.533955,36.308838,11.5,2026-01-02 05:00:22,rescue,high,seeing_it,3,False,True,False,full_form,USR-0762,0.926,high,
RPT-03126,INC-1131,0,33.545119,36.289445,13.1,2026-06-16 10:31:27,road,critical,seeing_it,14,False,False,True,sos,USR-0278,0.715,critical,
RPT-04391,,1,33.534817,36.29824,39.3,2026-07-12 14:08:57,medical,high,unknown,6,False,False,False,full_form,USR-0490,0.891,,smart
RPT-03918,INC-1419,0,33.501591,36.261224,21.7,2026-10-05 19:18:04,fire,medium,unknown,3,False,False,False,full_form,USR-0369,0.824,medium,
RPT-00367,INC-0143,0,33.522961,36.281367,34.6,2026-06-23 15:12:40,road,high,seeing_it,,True,True,False,sos,USR-0004,0.724,high,
RPT-03641,INC-1309,0,33.535743,36.294087,30.4,2026-03-04 12:49:02,road,high,at_home,0,False,False,False,voice,USR-0122,0.8,low,
RPT-01729,INC-0628,0,33.519247,36.287572,8.8,2026-05-24 17:17:41,medical,low,at_home,,True,False,False,voice,USR-0034,0.905,low,
RPT-02126,INC-0772,0,33.527425,36.283853,38.7,2026-08-21 18:45:43,disaster,critical,seeing_it,4,False,True,False,voice,USR-0454,0.84,high,
RPT-03860,INC-1404,0,33.577046,36.261333,16.3,2026-03-24 19:00:01,road,medium,seeing_it,4,False,False,True,full_form,USR-0781,0.812,medium,
RPT-02183,INC-0785,0,33.500861,36.32618,33.4,2026-07-18 17:55:49,medical,medium,seeing_it,0,False,False,False,full_form,USR-0506,0.93,medium,
RPT-04113,,1,33.498788,36.271583,8.3,2026-02-01 16:12:42,fire,high,at_home,,True,False,False,sos,USR-0470,0.874,,smart
RPT-03031,INC-1086,0,33.498448,36.265983,9.9,2026-01-02 11:06:10,road,critical,seeing_it,,True,False,True,voice,USR-0175,0.774,critical,
RPT-02022,INC-0736,0,33.527905,36.285797,12.7,2026-11-19 02:19:03,road,medium,unknown,4,False,False,False,voice,USR-0089,0.897,medium,
RPT-00095,INC-0042,0,33.501632,36.315696,15.5,2026-01-05 14:10:10,medical,medium,at_home,2,False,False,False,sos,USR-0360,0.822,medium,
RPT-03956,INC-1434,0,33.487561,36.31326,18.0,2026-05-04 12:56:00,medical,high,at_home,5,False,False,False,full_form,USR-0161,0.942,critical,
RPT-04089,INC-1492,0,33.585085,36.219495,6.0,2026-11-14 08:39:06,road,medium,seeing_it,,True,False,True,full_form,USR-0335,0.498,medium,
RPT-00141,INC-0058,0,33.555107,36.254839,8.4,2026-06-25 14:25:10,medical,critical,at_home,6,False,False,False,voice,USR-0231,0.365,high,
RPT-01133,INC-0424,0,33.485675,36.322696,20.5,2026-06-24 14:34:29,medical,medium,at_home,,True,False,False,voice,USR-0055,0.64,low,
RPT-01965,INC-0713,0,33.536524,36.307735,18.4,2026-04-03 23:41:49,fire,critical,seeing_it,,True,True,True,full_form,USR-0073,0.663,critical,
RPT-02439,INC-0867,0,33.526025,36.293458,30.0,2026-06-01 00:33:46,medical,high,at_home,5,False,False,True,full_form,USR-0475,0.9,medium,
RPT-02163,INC-0782,0,33.515781,36.292345,43.6,2026-03-09 10:37:18,medical,medium,at_home,4,False,False,False,full_form,USR-0116,0.871,medium,
RPT-02509,INC-0883,0,33.551712,36.220881,13.3,2026-12-11 10:11:44,road,medium,unknown,1,False,False,True,sos,USR-0764,0.9,medium,
RPT-04501,,1,33.489818,36.319051,33.3,2026-03-14 15:32:41,fire,low,at_home,,True,False,False,sos,FKR-0043,0.338,,classic
RPT-02248,INC-0800,0,33.573966,36.220178,28.0,2026-04-02 10:04:52,medical,low,at_home,5,False,False,False,sos,USR-0280,0.79,medium,
RPT-02468,INC-0872,0,33.517243,36.292694,7.5,2026-04-07 08:14:45,medical,high,seeing_it,,True,True,False,full_form,USR-0489,0.812,high,
RPT-01611,INC-0594,0,33.583008,36.235755,16.9,2026-05-03 09:36:08,road,low,seeing_it,,True,False,True,full_form,USR-0475,0.9,low,
RPT-03693,INC-1335,0,33.57072,36.247481,14.7,2026-10-05 11:10:12,medical,low,at_home,5,False,False,False,full_form,USR-0277,0.784,high,
RPT-00939,INC-0352,0,33.51572,36.290632,23.2,2026-04-03 20:14:32,medical,medium,seeing_it,,True,False,False,voice,USR-0666,0.766,medium,
RPT-00410,INC-0162,0,33.552256,36.256384,24.5,2026-02-23 05:40:02,disaster,critical,unknown,,True,False,False,sos,USR-0121,0.887,critical,
RPT-02600,INC-0919,0,33.52384,36.283031,17.4,2026-04-16 21:59:47,road,low,at_home,,True,False,False,voice,USR-0396,0.907,low,
RPT-00237,INC-0092,0,33.534691,36.2962,38.6,2026-10-15 19:54:21,road,high,unknown,,True,False,False,full_form,USR-0642,0.863,high,
RPT-01732,INC-0629,0,33.513226,36.289059,8.1,2026-01-23 09:22:41,rescue,high,seeing_it,,True,False,False,full_form,USR-0227,0.87,high,
RPT-01805,INC-0658,0,33.499737,36.314052,16.7,2026-02-11 20:58:34,road,medium,unknown,2,False,True,False,full_form,USR-0693,0.785,high,
RPT-02519,INC-0888,0,33.492745,36.31975,36.6,2026-12-11 20:53:21,fire,critical,at_home,,True,False,False,voice,USR-0705,0.944,critical,
RPT-00557,INC-0203,0,33.505136,36.275764,39.5,2026-11-14 20:31:58,road,medium,at_home,2,False,False,False,sos,USR-0292,0.461,low,
RPT-01827,INC-0664,0,33.487525,36.323375,6.8,2026-02-16 18:12:18,disaster,critical,seeing_it,,True,False,True,sos,USR-0510,0.534,critical,
RPT-03989,INC-1446,0,33.49284,36.328359,33.4,2026-06-28 17:53:01,medical,medium,at_home,2,False,False,False,voice,USR-0367,0.744,medium,
RPT-01956,INC-0710,0,33.494973,36.325043,47.6,2026-08-15 05:54:19,fire,high,at_home,3,False,False,True,voice,USR-0047,0.892,high,
RPT-00023,INC-0012,0,33.546957,36.298288,20.8,2026-06-02 08:49:09,road,low,seeing_it,0,False,False,True,full_form,USR-0799,0.7,low,
RPT-00331,INC-0127,0,33.524033,36.283398,43.4,2026-04-03 19:16:59,rescue,medium,seeing_it,2,False,False,False,full_form,USR-0432,0.782,medium,
RPT-03296,INC-1197,0,33.545731,36.307954,39.7,2026-06-23 19:53:08,fire,high,at_home,3,False,False,True,voice,USR-0204,0.636,high,
RPT-02226,INC-0797,0,33.489867,36.321321,16.9,2026-01-17 12:12:49,fire,high,seeing_it,3,False,False,True,sos,USR-0321,0.531,high,
